slot_id,story_file,story_self,paragraph_index,idml_paragraph_style,text_preview,content_count,footnote_count,replace_scope,permission
u154b_P0029,Stories/Story_u154b.xml,u154b,29,01 本文,西郷も、↵「私も、面談を終了した方に、感想を聞いてみました。↵そしたら、↵『うなずいて聞いてくれるから話しやすかった』↵とか、なかなか好評でした」↵と伝える。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0030,Stories/Story_u154b.xml,u154b,30,01 本文,そして、↵「米倉さんは、面談の最後に、↵『日頃から感じている経営課題がありますか？』↵と、聞いているみたいですよ」↵と西郷は言う。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0031,Stories/Story_u154b.xml,u154b,31,01 本文,「それは、米倉さんによる評価の材料になるのだろうね」↵と寺田社長。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0032,Stories/Story_u154b.xml,u154b,32,01 本文,「たぶん・・・そうですね。↵しかし・・・初対面の米倉さんに、ウチの人たちがどこまで本音で話をするでしょうか・・・。↵米倉さんを警戒視する部長たちは、↵『聞かれたことに、どこまで話していいか』↵と、事前に相談しにきます。↵なかには、↵『進駐軍がやってくるんですね。どう迎え撃ったらいいのでしょうか』↵と、真顔で聞いてくる部,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0033,Stories/Story_u154b.xml,u154b,33,01 本文,「確かにそうだね。↵他方、若手は、意外と周りのことをよく見ているし、感じていることをどんどん話すかもしれない」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0034,Stories/Story_u154b.xml,u154b,34,01 本文,「ですね・・・若手といったら、ジェインから来ている林さんのことですが・・・この間、優秀だという話をしましたけど、まだ余力がありそうなので、予算の組み直し作業も担当してもらっています」↵と寺田社長に報告する。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0035,Stories/Story_u154b.xml,u154b,35,01 本文,グローバル企業に脱皮することを想定し、電子では、１２月決算に変更した。↵それに伴い、今年度は、４月から１２月までの変則決算になるため、予算の組み直しが必要になっていた。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0036,Stories/Story_u154b.xml,u154b,36,01 本文,「林さんの頭のなかには、ウチの経営管理の業務フローが、ほとんど入っています。↵目から鼻へ抜ける人って、ああいう人のことを言うんだなって、ホント感心します。↵昨日もね・・・」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0037,Stories/Story_u154b.xml,u154b,37,01 本文,西郷が次を言いかけた時、寺田社長のスマホが振動した。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0038,Stories/Story_u154b.xml,u154b,38,01-03 項 見出し,品質トラブルの第一報,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0039,Stories/Story_u154b.xml,u154b,39,01 本文,西郷に目配せして、スマホに耳をあてる寺田社長。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0040,Stories/Story_u154b.xml,u154b,40,01 本文,しばらく話を聞いた後、↵「そうか・・・わかった・・・処理のほう、よろしく頼む。↵連絡、ありがとう」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0041,Stories/Story_u154b.xml,u154b,41,01 本文,西郷が、箸を置き、寺田社長の目を見る。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0042,Stories/Story_u154b.xml,u154b,42,01 本文,「関東工場で、品質トラブルだ。↵今、原因の調査中だ」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0043,Stories/Story_u154b.xml,u154b,43,01 本文,「この間も計画外停止がありましたが・・・」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0044,Stories/Story_u154b.xml,u154b,44,01 本文,「うん・・・詳細については、またあとで連絡をくれることになっている」↵,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0045,Stories/Story_u154b.xml,u154b,45,01-02 節 数字,２,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0046,Stories/Story_u154b.xml,u154b,46,01-02 節 見出し,緊張の場になった初回の週次ミーティング,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0047,Stories/Story_u154b.xml,u154b,47,01-03 項 見出し,米倉の1 on 1面談の感想,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0048,Stories/Story_u154b.xml,u154b,48,01 本文,その数日後。↵木曜朝８時。↵定例ミーティングの日だ。↵今日は、その初回。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0049,Stories/Story_u154b.xml,u154b,49,01 本文,会議室に参集したのは、ジェインの米倉と、ミツカネ電子の寺田社長と西郷である。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0050,Stories/Story_u154b.xml,u154b,50,01 本文,先般来、米倉から、↵『業績のことが気になっているので、一回目の週次ミーティングでは、足元の業績と今期の見通しについて説明して頂きたい』↵と言われていた。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0051,Stories/Story_u154b.xml,u154b,51,01 本文,会議室に入った寺田社長は、挨拶したあと、1 on 1面談の感想を米倉に聞いてみた。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0052,Stories/Story_u154b.xml,u154b,52,01 本文,「さすが、メーカーです。皆さん、真面目ですね。↵自分の業務にしっかり取り組んでいる様子がよくわかります。↵お二人には、正直な感想を伝えるべきだと思いますので、あえて申しますと、自分の業務以外には、あまり関心が高くないのか、組織のなかで、自分の業務がどういう位置づけにあるのかついての認識が薄い人が多い印象です」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0053,Stories/Story_u154b.xml,u154b,53,01 本文,（なるほど・・・）↵と思いながら、↵「確かに、ウチの人たちは、他の担当者の仕事にまで、口を出すことを遠慮するところがあります」↵と控えめに相槌をうつ寺田社長。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0054,Stories/Story_u154b.xml,u154b,54,01 本文,「そういうところは、今後、変えてもらう必要があります」↵米倉のハッキリとしたもの言いに、ドキッとしながら、寺田社長と西郷は、目を見合わせる。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0055,Stories/Story_u154b.xml,u154b,55,01 本文,米倉は、↵「他人の仕事にまで余計なことを言わないことは、組織文化かもしれません。↵しかしながら全体観を持たずに業務を遂行するのは危ないと言わざるをえません。↵業務というものは、その業務単体で完結することは、ほとんどありません。↵流れている業務をいくつかの担当に分けて、実行しますから、自分の業務と、その前後の業務の流れが,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0056,Stories/Story_u154b.xml,u154b,56,01 本文,（それはそのとおりだ・・・）↵と寺田社長は思う。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0057,Stories/Story_u154b.xml,u154b,57,01 本文,「そういうことに無関心だと、効率性の問題も生じます。↵必要な業務がなされていないことに、誰も気づかないかもしれません。↵そうなると、今度は、内部統制　内部統制とは、組織が業務を健全かつ効率的に運営し、目標を達成するために設けられたルールや仕組み全体のこと。の問題が出てきます。内部統制に不備があるとしたら、深刻な問題を引,4,1,PARAGRAPH_CONTENT_ONLY,FOOTNOTE_TEXT_ONLY_REPLACE_ANCHOR_LOCKED
u154b_P0058,Stories/Story_u154b.xml,u154b,58,01 本文,ミツカネ電子では、優秀な人材が、あるポジションに就くと、元の部門から、その人と一緒に、一部の業務が移ってくることがある。数年後にその人が異動すると、持ってきた仕事を一緒に持っていくこともあるし、そのまま残ることもある。↵そんな状況のなかで、後任者は、つじつまが合うように、少しずつ改善をしながら、それなりに業務をまわして,4,1,PARAGRAPH_CONTENT_ONLY,FOOTNOTE_TEXT_ONLY_REPLACE_ANCHOR_LOCKED
u154b_P0059,Stories/Story_u154b.xml,u154b,59,01 本文,寺田社長は、その文化のなかで育ってきており、日々の業務について、多少非効率なところがあることは認識していたが、↵（隣の担当者の業務に、土足で踏み入れるようなことは、お互い、嫌だろう）↵と考え、社長就任以降、業務分担には手を出していなかった。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0060,Stories/Story_u154b.xml,u154b,60,01 本文,電子の社長に就任したときは、大手町からお預かりした子会社を、任期中、恙なくまわせればよいという意識だった。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0061,Stories/Story_u154b.xml,u154b,61,01 本文,寺田社長は、自分の甘さを、米倉にズバリと指摘されて、居心地の悪さを感じる。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0062,Stories/Story_u154b.xml,u154b,62,01 本文,1 on 1面談は、開始してからまだ数日しか経っていない。↵その数日間で、自分が無意識に見過ごしてきた経営課題をしっかりと見抜き、それを業務の非効率や内部統制の問題として整理する米倉の見識に脱帽する。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0063,Stories/Story_u154b.xml,u154b,63,01 本文,寺田社長は、小さい声になりながら、↵「そういうところも、今後、改善していければと思います」↵と応える。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0064,Stories/Story_u154b.xml,u154b,64,01 本文,「執行は、社長の仕事ですから、改善をお願いします。↵どこをどう改善したらいいかのアドバイスは、私もお手伝いさせてもらえると思います。↵林にも、このことは伝えておきます」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0065,Stories/Story_u154b.xml,u154b,65,01 本文,（林さんは、また忙しくなりそうだな・・・）↵と思いながら、西郷も、↵「有難いことに、林さんには、経営企画で、すでに目覚ましい活躍をしてもらっています。↵予算の組み直しもやってもらっています。↵業務の見直しについては、別途、相談させてください」↵と会話に加わる。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0066,Stories/Story_u154b.xml,u154b,66,01 本文,林には、↵『電子を独立した会社として機能させるための基盤を整備する』↵という重いミッションがあった。↵当初は、西郷のところにいる小杉という若手と一緒に、仕事を進めていたが、次々と新たなミッションが加わって、今では溢れんばかりの業務量になっている。↵林には、その後、数人が追加投入され、今では、『チーム林』を形成している。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0067,Stories/Story_u154b.xml,u154b,67,01 本文,「林には、どんどん仕事を振ってください。↵予算の組み直しのほうも、彼なら、そんなに時間をかけずに、骨格を作れるはずです。↵それから・・・西郷さん、あと５人、追加で1 on 1面談をさせてもらいたいので、アレンジをお願いします。↵この方々です」↵と言い、米倉は、５人の名前が書いてあるリストを渡す。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0068,Stories/Story_u154b.xml,u154b,68,01 本文,（どこから、これらの名前を見つけ出したんだろう・・・）↵と思いながら、↵「わかりました」↵と返事し、西郷は、リストに目を落とす。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0069,Stories/Story_u154b.xml,u154b,69,01 本文,いずれも、次世代リーダーとして期待される若手だ。↵IPOの準備期間に入ったら、この層にも参加してもらおうと、西郷は、寺田社長と日頃から話をしていた。↵なんだか米倉に先読みされた感じがする。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0070,Stories/Story_u154b.xml,u154b,70,01-03 項 見出し,業績の説明,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0071,Stories/Story_u154b.xml,u154b,71,01 本文,さて、いよいよ今日の本題だ。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0072,Stories/Story_u154b.xml,u154b,72,01 本文,「では、業績についてです。↵足元の業績と今期の見通しについて説明をお願いします」↵と米倉。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0073,Stories/Story_u154b.xml,u154b,73,01 本文,「はい、資料に沿って、説明を始めます」↵と前置きし、西郷は、経営会議のときと同様に、１枚目から損益の数字を説明し始めた。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0074,Stories/Story_u154b.xml,u154b,74,01 本文,米倉から、↵『事前に資料をもらいたい』↵と言われていたため、西郷は、夕べ、業績に関する資料をメールしておいた。↵米倉がこの資料を見たのは、1 on 1面談を終えたあとだろうから、おそらく夜に、目を通したものとみられる。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0075,Stories/Story_u154b.xml,u154b,75,01 本文,その米倉の表情に、次第に苛立ちの色が表れ始めた。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0076,Stories/Story_u154b.xml,u154b,76,01 本文,きっちり２分後。↵米倉は、おもむろに↵「すみません・・・」↵と言い、西郷の説明を遮った。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0077,Stories/Story_u154b.xml,u154b,77,01 本文,「西郷さん、私はPL　PL（Profit and Loss Statement）とは、損益計算書のこと。は読めます。↵どういう引き算をしたら、どの段階の利益になるかもわかります。↵ですから、↵『どの科目がいくらになってこの数字になった』↵といった説明は必要ありません。↵資料は、事前に目を通しました。↵今日は、資料の説明,4,1,PARAGRAPH_CONTENT_ONLY,FOOTNOTE_TEXT_ONLY_REPLACE_ANCHOR_LOCKED
u154b_P0078,Stories/Story_u154b.xml,u154b,78,01 本文,「・・・」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0079,Stories/Story_u154b.xml,u154b,79,01 本文,寺田社長も凍っている。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0080,Stories/Story_u154b.xml,u154b,80,01 本文,ミツカネグループでは、発表者のプレゼンを遮って、誰かが何かを発言することはない。↵例外があるとしたら、機嫌が悪いときの西園寺社長だけだ。↵聞きたいことがあっても、↵『プレゼンが終了するのを待って質問するのが礼儀だ』↵という暗黙の了解があった。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0081,Stories/Story_u154b.xml,u154b,81,01 本文,そんなミツカネの文化を知らない米倉は、西郷のプレゼンを遮ったまま、質問を重ねる。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0082,Stories/Story_u154b.xml,u154b,82,01 本文,「先日、業績については、↵『想定の範囲内』↵とおっしゃいました。↵でも夕べ、この資料を見て、驚きました。↵予算と実績の乖離がこんなにあります。これが、↵『想定の範囲内』↵とは、どういうことなんでしょうか。↵まず、それを説明してください」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0083,Stories/Story_u154b.xml,u154b,83,01 本文,一呼吸置いた西郷が、米倉の質問に応える。↵「おっしゃるとおり、実績の数字は、予算と乖離しています」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0084,Stories/Story_u154b.xml,u154b,84,01 本文,「それは、この資料をみれば、すぐにわかります。↵だから、どういうことかと聞いているのです。↵一般的には、これくらい実績が予算と離れていたら、↵『想定を大幅に下回った』↵という表現になりませんか？↵なのに、↵『想定の範囲内』↵とおっしゃるのは、どういう意味かを説明してください」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0085,Stories/Story_u154b.xml,u154b,85,01 本文,「あっ、はい。↵それは、↵『これくらいの落ち込みになるかもしれない』↵と想定していたということです。そういう意味で、先日、『想定の範囲内』とお伝えしました」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0086,Stories/Story_u154b.xml,u154b,86,01 本文,「なるほど・・・落ち込みの程度が、『想定の範囲内』ということですか・・・」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0087,Stories/Story_u154b.xml,u154b,87,01 本文,「予算との比較については、あのとき、頭のなかになかったので。↵資料には、予実差異がありますが、予算の数字については、いつもそれほどみていなくて・・・」↵尻切れトンボの説明になる西郷。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0088,Stories/Story_u154b.xml,u154b,88,01-03 項 見出し,ミツカネ流の予算,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0089,Stories/Story_u154b.xml,u154b,89,01 本文,米倉は、これを聞き逃さない。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0090,Stories/Story_u154b.xml,u154b,90,01 本文,「みていない？・・・ということは、ここに記載してある予算の数字は、何ですか？↵どういう性格の数字ですか？」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0091,Stories/Story_u154b.xml,u154b,91,01 本文,「・・・」↵西郷が困った表情になる。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0092,Stories/Story_u154b.xml,u154b,92,01 本文,そこへ寺田社長が↵「ちょっといいですか」↵と割り込んでくる。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0093,Stories/Story_u154b.xml,u154b,93,01 本文,「すみません、予算の位置づけについては、私から説明させてもらってもいいですか」↵と言い、寺田社長は、↵「この予算の数字は、中計をもとに作ったものです。↵大手町に出したものであり、かなりストレッチした数字です。↵その分、実績の数字は、当然、ビハインドになります」↵と説明する。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0094,Stories/Story_u154b.xml,u154b,94,01 本文,米倉も、ミツカネグループの社内用語に慣れてきており、『大手町』が、『ミツカネ工業』を指していることは、わかっている。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0095,Stories/Story_u154b.xml,u154b,95,01 本文,「寺田さん　今度は、寺田さんがおっしゃっている意味がわかりません。↵なぜ、大手町に出した数字だと当然ビハインドになるのですか？↵『当然』と、おっしゃいましたが、ビハインドになることは当たり前のことなんですか？」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0096,Stories/Story_u154b.xml,u154b,96,01 本文,「あっ、いや、うん・・・それは・・・ミツカネグループにおける予算の数字のあり方のためです」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0097,Stories/Story_u154b.xml,u154b,97,01 本文,「予算の数字のあり方・・・とおっしゃいますと？」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0098,Stories/Story_u154b.xml,u154b,98,01 本文,「これは・・・ミツカネグループ特有かもしれませんが・・・ミツカネでは、予算編成の際に、どの事業部も子会社も、大きくストレッチした数字を作らされます。↵何度、やり取りしても、結局、↵『無理を通り越している数字』↵になって、最後は大手町に押し切られます。↵ですから、正直に言うと、ミツカネグループでは、予算のことを、達成する,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0099,Stories/Story_u154b.xml,u154b,99,01 本文,しばらく考え込む米倉。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0100,Stories/Story_u154b.xml,u154b,100,01 本文,「では予算は、何のためにあるのですか？」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0101,Stories/Story_u154b.xml,u154b,101,01 本文,「・・・予算編成は・・・毎年一大イベントのようなもので、最終的には大手町を安心させるため・・・でしょうか。↵大手町から落ちてきた数字に同意すると、とりあえず大手町は喜びますので」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0102,Stories/Story_u154b.xml,u154b,102,01 本文,「でも達成されない実績をみたら、大手町は安心などしないでしょう。↵むしろ心配になりますよね」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0103,Stories/Story_u154b.xml,u154b,103,01 本文,「大手町の担当部門は、現実的な着時点をだいたいわかって、お芝居をしていますから、実績をみても心配しません。↵それに・・・予算未達だからといって、こちらにペナルティがかかってくるわけではありません・・・」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0104,Stories/Story_u154b.xml,u154b,104,01 本文,「う～ん、わからない・・・達成されないとわかっている予算を、大手町は、何のために作るのですか？」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0105,Stories/Story_u154b.xml,u154b,105,01 本文,少し考えたあと、寺田社長がこう答える。↵「事業部や子会社を、年度中、叱咤激励するための材料を手に入れるためです。↵より上の数字に向かって、我々を追い立てたるためのツール、それが予算です」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0106,Stories/Story_u154b.xml,u154b,106,01 本文,「親会社のエゴに聞こえます・・・」↵米倉が、ボソッとつぶやく。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0107,Stories/Story_u154b.xml,u154b,107,01 本文,しばし沈黙。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0108,Stories/Story_u154b.xml,u154b,108,01 本文,「大手町の予算の考え方については、わかりました。↵良しとはしませんが・・・」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0109,Stories/Story_u154b.xml,u154b,109,01 本文,また沈黙。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0110,Stories/Story_u154b.xml,u154b,110,01-03 項 見出し,どの数字を鏡にして経営するのか？,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0111,Stories/Story_u154b.xml,u154b,111,01 本文,米倉がおもむろに口を開く。↵「・・・すみません・・・そうすると電子では、↵『予算と比較しながら実績を管理しているわけではない』↵ということですよね。↵では・・・現場の経営にあたる皆さんは、どの数字をみて経営しているのですか？」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0112,Stories/Story_u154b.xml,u154b,112,01 本文,「あっ・・・うん、まあ・・・え～っと・・・」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0113,Stories/Story_u154b.xml,u154b,113,01 本文,また沈黙。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0114,Stories/Story_u154b.xml,u154b,114,01 本文,「すみません。お二人を責めているのではありません。↵正しく理解しようとしているだけです」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0115,Stories/Story_u154b.xml,u154b,115,01 本文,寺田社長は、しばし考えたうえで、↵「頭の中にある我々なりの数字と、それから・・・強いて言うと、対前年度比でしょうか・・・」↵と答える。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0116,Stories/Story_u154b.xml,u154b,116,01 本文,「頭の中にある数字・・・文字になっていない、頭のなかにあるだけの数字・・・ですか？」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0117,Stories/Story_u154b.xml,u154b,117,01 本文,「う～ん・・・」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0118,Stories/Story_u154b.xml,u154b,118,01 本文,言いよどみながら、しばし考え、↵「実は・・・そうでもなくて・・・その時々で大手町の経営企画とは、内々に握ってはいます・・・」↵と寺田社長が応える。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0119,Stories/Story_u154b.xml,u154b,119,01 本文,米倉は、↵（親会社に振りまわされながらも、自衛しているのか）↵と理解する。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0120,Stories/Story_u154b.xml,u154b,120,01 本文,少し間があいたあと、米倉が、改めて、↵「予算に届いていない数字である背景はわかりました。↵先ほど、対前年度の数字をみているとおっしゃいましたが・・・」↵と問い直す。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0121,Stories/Story_u154b.xml,u154b,121,01 本文,「はい、前年度比較は、一番、肌感があります」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0122,Stories/Story_u154b.xml,u154b,122,01 本文,「しかし・・・前年度とは、経営環境が異なります。↵それに前年度の数字でよいのなら、大きな成長は見込めませんよね」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0123,Stories/Story_u154b.xml,u154b,123,01 本文,（それはそうだ・・・）↵と思うものの、そう言おうものなら、また反撃されそうだ。↵米倉のパンチは、どこから飛んでくるかわからない。↵寺田社長は、身がすくむ思いがする。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0124,Stories/Story_u154b.xml,u154b,124,01 本文,「なんだか、↵『成り行きで経営をしている』↵としか聞こえません」↵そして米倉は、↵「それで・・・数字の中身についてですが、前年度の数字にも届いていないのは、どういうわけですか？」↵と改めて問う。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0125,Stories/Story_u154b.xml,u154b,125,01 本文,米倉の疑問は、まだ解けていたわけではなかった。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0126,Stories/Story_u154b.xml,u154b,126,01 本文,「あっ、はい。今回は、特殊要因のためです。↵デューデリジェンスの準備と対応に、半年も戦力をとられて、本業が手薄になりました。↵さらに・・・ウチがミツカネグループから出て行くことを察知した同業他社が、本件のリリース後、顧客に凄まじい攻勢をかけてきています。↵我々もそういう動きがあるかもしれないと、抗戦策をたてて、守りを備,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0127,Stories/Story_u154b.xml,u154b,127,01 本文,「そうでしたか・・・」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0128,Stories/Story_u154b.xml,u154b,128,01 本文,三人の間に、また少し静寂の時間が流れる。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0129,Stories/Story_u154b.xml,u154b,129,01-03 項 見出し,今後の予算編成,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0130,Stories/Story_u154b.xml,u154b,130,01 本文,「実態は、わかりました。↵営業面については、対応策をとっているものと思います。↵それについては、別途、詳しく教えてください。↵予算の話に戻ります。↵予算編成のあり方については、見直さなければいけませんね。↵ストレッチは重要です。↵でも予算は、経営上、道標になっていることが必要です」↵と米倉は、言う。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0131,Stories/Story_u154b.xml,u154b,131,01 本文,（そのとおりだ）↵とかねてから思っていた寺田社長は、↵「わかりました」↵と神妙な表情で米倉に伝える。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
