id,source_csv_row,source_doc,source_type,target_story,block_id,seq,docx_paragraph_index,word_paragraph_style,inferred_role,idml_paragraph_style_candidate,permission,text,text_sha256
383,383,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,598,Normal,,01 本文,TEXT_ONLY_REPLACE,"「今後、ミツカネブランドを使えなくなると、ブランドで採用できていた部分が剥げ落ちてしまう。だから、
『出戻りは、貴重な採用ルートになる』
って言われた」",548de77eb72473296045812c69d559e316ec86830035e510c29cc8643348648b
384,384,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,599,Normal,,01 本文,TEXT_ONLY_REPLACE,「確かに・・・」,93a91ad34dbbeb55076952f92db041b56a9bb6a462c87cc9cdaa7a35af331196
385,385,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,600,Normal,,01 本文,TEXT_ONLY_REPLACE,"「ウチを辞めて、他を経験したうえで、
『やっぱり、ここがいい』
と思って戻ってくる人は、戻してもらえたことに感謝して、かえってロイヤリティが高くなるから、そういった
『出戻りを受け入れる環境を整えておきなさい』
とアドバイスしてくれた」",6e51a246344816adea807e6cf329ac09087242b0db378d753be94a26dd3ed74b
386,386,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,601,Normal,,01 本文,TEXT_ONLY_REPLACE,"「制度のこともそうですが、辞めたことで、
『裏切り者だ』
とみられると思って、戻りたくても戻れない元社員がいるかもしれませんね。
そういうことのないような組織文化にしていかなきゃいけませんね」",c7c712833e035b949b684cb7615c6c6c4c9936058c5e9ad867c37c8212ca9825
387,387,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,602,Normal,,01 本文,TEXT_ONLY_REPLACE,"「うん、これまでは、知らず知らず、ブランドに安住してきたけど、グループを出たら、時代の変化に対応していかないと、ウチの存続自体が危機に陥る。
会食のときに米倉さんが、『野良犬』の話をしてくれたけど、ウチ自体もノーブランドの『野良犬』になると思わなきゃいけないってことだ」",45be22eb8d8bf6e40f2a98f5bae7849dcf0762d87b5b5081a24dddead06d0a8f
388,388,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,603,Normal,,01 本文,TEXT_ONLY_REPLACE,"「そうですね。
それにしても・・・あの話って・・・そういう深謀遠慮があってのことだったのでしょうか・・・」",8a4aec0bbbf9afd20367ec654613d84550e609fedd121abe92ae693dbb3e10db
389,389,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,604,Normal,,01 本文,TEXT_ONLY_REPLACE,"「わからない・・・でもウチは早く独自のブランドを作り上げなきゃいけない。
あっ、そろそろ外出の時間だ！」",d23b30bba3098cb5e3486f054f58d2df5546a4cffa8313f2914c3dc621af1610
390,390,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,606,Normal,,01-02 節 見出し,TEXT_ONLY_REPLACE,４．　ジェインの林さん,2f13836655afc129ca0d00734035f0ad04e244aab946c53aa95ceb3e0de6813e
391,391,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,607,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,超優秀な林さん,c844150fc13e9c4e02a4a100ef5f87f2445e1345b3d91260bbf2569620045024
392,392,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,608,Normal,,01 本文,TEXT_ONLY_REPLACE,さらに少し経った頃。,95109a7806ca21640fb42dc37b26cde2aab6fb2a0bba570a514ba26a47bfcd92
393,393,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,609,Normal,,01 本文,TEXT_ONLY_REPLACE,"パントリーで見かけた西郷に声をかける寺田社長。
「新年が明けてから、皆、忙しそうだ。
西郷さんも忙しそうだね」",d0b18e4351aa47a47d3b439a82092602748fa61b8d5d1c0a0b7bd5ea4d180fbb
394,394,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,610,Normal,,01 本文,TEXT_ONLY_REPLACE,「はい、もうバタバタです」,6e38ea0e3afea1dddf99b48afe0172281946612613aba0d5586323dabc624ffe
395,395,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,611,Normal,,01 本文,TEXT_ONLY_REPLACE,"「年度末は、いつもそうだけど。
でも今年は、クロージングが、もうすぐだ」",12ae627feb52f40be24960151d779f149ce28ea9a927045ae22cb69d9f0a326d
396,396,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,612,Normal,,01 本文,TEXT_ONLY_REPLACE,"「そうなんですよね。ホントに・・・しかし、この忙しさって・・・」
と応じながら、西郷が、
「あっ、そうだ」
と続ける。",f2ff4dd92541d5c55e8905c292cd0def8110aadd39ad95c9fe6fe8499a0672fc
397,397,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,613,Normal,,01 本文,TEXT_ONLY_REPLACE,"「あの・・・林さんのことですが・・・林さんのロケットスタートぶりは、スゴイですよ。
優秀ってああいう人のことなんですね。次元が違います。
あんな若者が世の中にいるなんて、素晴らしいです」
西郷は、ジェインの米倉が、常駐要員として置いていった林を、手放しで、べた褒めする。",4d684814853d0a2da9ba062fe011cb74974bb06c735e5d34b7d44d0d7dcb2e06
398,398,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,614,Normal,,01 本文,TEXT_ONLY_REPLACE,"年末、ジェインとの会食のときに、米倉から
『ウチから林という若手を入れます』
と一方的に伝えられたとき、レポートラインがどうなるのか、具体的には、誰の指示で動くのか、西郷はおおいに気になった。
その林が常駐し始めて、すでに数カ月が過ぎていた。",d3507a75683d4f629474f9f2d54d18af924229875c3a0cc285599c5c27614df5
399,399,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,615,Normal,,01 本文,TEXT_ONLY_REPLACE,"林は、米倉から、セカンドデューデリジェンスの仕事に加えて、電子が独り立ちするために必要な業務の整理、さらにあきらめた投資のリスト作成などを指示されていた。
どれもこれも大きなテーマである。",10503f22194e585f33000620501c340b298e54a93ab9728111f13fe3c483af70
400,400,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,616,Normal,,01 本文,TEXT_ONLY_REPLACE,"社内の各部署との絡みが出てくるため、西郷は、林をサポートしながら、林の動きを興味深く観察した。
わからないことも多く、西郷に相談しにくるが、西郷の指示どおりに動くというより、与えられたミッションを全うするために、林は動いている。
上の指示を鵜呑みにせず、自分で考えながら仕事を進めることができるということだ。
動きながらも報告は怠らない。必要な報告を、必要なタイミングで、必要な先にもっていき、誰をも不安にさせない。
これは、関係者それぞれが、どういう状況にあるのかを把握できているということだ。
報告が早すぎると
『後でいいじゃないか、面倒くさい』
と思われるし、遅すぎると
『その後、一体どうなっているんだ？』
と心配される。
丁寧に地ならしをしなければいけない先には、言い出さなくとも、西郷に先に話をしておいてもらうなどの振り付けも自然にできる。",6691f3ae639aa88bb66e52bd01338315e1c5982c28dd2345112f7d3fc2dbb26d
401,401,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,617,Normal,,01 本文,TEXT_ONLY_REPLACE,"『上をうまく使える若手は見所がある』
と普段から感じていた西郷は、林の仕事ぶりに一目おくようになってきた。",b9d03d14543600b570c07ad9d3f48495ceb106a6bdeed13135f2f05c58444800
402,402,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,618,Normal,,01 本文,TEXT_ONLY_REPLACE,"「林さんが動きやすいだろうと思って、いつだったか、
『プロジェクト体制にしたほうがいいか？』
と聞いたんですが、
『まだクロージング前です。そんな時期に、新たな株主にかき回されると思ったら、皆さんはよい気持ちがしませんよね』
と言うんですよね。
米倉さんにも相談しましたが、
『林なりの考えがあるのでしょう。尊重してあげてください』
とのことでした」
と西郷は、寺田社長に報告する。",5fc552aa77fa1da92fb1e62e69e2ba79882ccf6992a78d861341027e630b588c
403,403,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,620,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,現場に受け入れられた林さん,0a702855063835b798f104c7bb3dc905a15a420b014ed0f6936ecb8d8d7f8c6a
404,404,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,621,Normal,,01 本文,TEXT_ONLY_REPLACE,「ウチの人たちも、林さんを受入れてくれているみたいだね」,a4c8ee5cc87ca5155e7add085cb788ebe4620c05673e178df1648b1df66f4cf0
405,405,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,622,Normal,,01 本文,TEXT_ONLY_REPLACE,"「そうなんです。
『独り立ちして事業運営できる事業運営体制を一刻も早く構築する』
というミッションでについて、社内の誰もがその必要性を理解していますので、各部署の現場から、何か言われる心配はありません。
ただ、現場にとってみると、自分たちの業務に踏み込まれるので、領域を侵害されたと感じますよね。
そういう心情に配慮して動けるんです」",aa2d95e2f1dd77407b1bcdc79dd1afcf65a0e8c5618b84f7b94edeeeaedba72b
406,406,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,623,Normal,,01 本文,TEXT_ONLY_REPLACE,「そうか、まだ若いのに・・・スゴイね」,826c93c12225170fe4e98ed2ded5691584b5e3388233496cb9f0788c52573d2c
407,407,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,624,Normal,,01 本文,TEXT_ONLY_REPLACE,"「はい、
『今の自分ならフレッシュな目で、業務の必要性を判断できるから、業務の見直しも視野に入れましょうか』
と、林さんが言ってくれましてね。
せっかくなので、そういう視点からもみてもらっています」",d3663c2da838bf05a59fee26bd813315de6e0567ef3c17ebbfd7999201202687
408,408,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,625,Normal,,01 本文,TEXT_ONLY_REPLACE,「そうか・・・でもそれこそ、業務に踏み込むことになるんじゃないの？」,d87e0d2e12d2cb2efbe7e260ad10bc6af215bdbf1fc70d08766dcbb8f26faebf
409,409,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,626,Normal,,01 本文,TEXT_ONLY_REPLACE,"「それが、そう感じさせない動きができるんです。
私の目が届くところから始めようと思って、経営企画から着手してもらっています。
経営企画には、多くの管理資料がありますし、私の目が届く部署ですから。
部員にも、林さんに協力するよう指示してあります。
林さんは、部員から業務の概要を説明してもらったあと、その業務の必要性について、いろんな角度から質問するようです」",49537b59982f25283b2e261961f1aa914ad85b315babea88e90c506856bc0366
410,410,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,627,Normal,,01 本文,TEXT_ONLY_REPLACE,「へ～え・・・」,728c4b5ada9eabcb0f72c50acf56aa811ec17ec3ac8c50a0436778ad99d2abca
411,411,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,628,Normal,,01 本文,TEXT_ONLY_REPLACE,"「それらの質問に、ウチの部員が即答できないことが多くて・・・だから私のところとか、その資料の提出先にまで聞きに行って、後日、林さんに回答するというサイクルが発生しているんです。
でもそれを何度か繰り返していると、部員は、前任者から引き継いだ仕事を
『単に作業としてやっていた』
ことに気がつくんです。
自分がやっている業務が、どう役にたっているかについて、これまで自分では考えていなかったということです」",b1fadfce1ae91135c0b77d2beee961dc23c46cf99d1716480748083e44de926a
412,412,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,629,Normal,,01 本文,TEXT_ONLY_REPLACE,「そうか・・・」,29469f83b3a35b2fbed7bf3db69880679fc699852c1e0ba4543e8bfa4a27a5ed
413,413,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,630,Normal,,01 本文,TEXT_ONLY_REPLACE,"「おかげで、大手町に提出するためだけに作成していた資料とか、もはや誰も見ていない管理資料がけっこうあることがわかりました。
今後、そういった資料の作成業務はなくしていきます」",41986f5a51b84eb33bd93a420efa49e278535e608d2877a42362c8b879ac48d8
414,414,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,631,Normal,,01 本文,TEXT_ONLY_REPLACE,「そうか。その代わりに、ジェインが必要とする資料があると思うが、それは、ジェインと確認する必要があるね」,30e4767028d063913d6c9c28bd9b8438934555bf8c69f37b4dc2c39ee504a557
415,415,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,632,Normal,,01 本文,TEXT_ONLY_REPLACE,"「はい、それも林さんを通じて、米倉さんに確認しています。
それから、今まで大手町に頼っていた業務のなかで、今後はこちらでやらなきゃいけない業務も明らかになっています。
その分が業務量の増加になりますが、全体としては、効率化になりそうです。
誰がどんな業務を担当しているかについて、林さんのところに情報が集まってくるので、業務フローに抜け漏れがないか、清流化できるかについても、確認しています」",aac52b82e35d3ffe25f773e965877f3374fdc469c1a341f54cf1201652014921
416,416,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,633,Normal,,01 本文,TEXT_ONLY_REPLACE,頼もしいという表情でうなずく寺田社長。,65c46a3fa7daa6b2f4f1a21258a5c093c6fd1c349340a3270a9c69163d88e4e3
417,417,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,635,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,林さんが与えた影響,2a97a3ae31557ba4df1499a78853ee2a105b2967442ae717415f0e0b2351f142
418,418,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,636,Normal,,01 本文,TEXT_ONLY_REPLACE,"「林さんとのやり取りを通じて、ウチの部員には、意味のある仕事をするんだという、良い意味での『自我』が出てきています。
業務を実行するにあたっては、
『この業務は誰の何に役立っているのか』
をいちいち確認するようにもなってきました」",4694460b8df684dfe160de97725d0144a15c9aee02631145d4039f95e210a4f7
419,419,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,637,Normal,,01 本文,TEXT_ONLY_REPLACE,「すごいね。業務の効率化というよりは、むしろ意識改革をやってくれているね」,a4bf3572d982a3a9eedbb5ab1ce3b421161cd2c99a82caba6b98e039583eabff
420,420,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,638,Normal,,01 本文,TEXT_ONLY_REPLACE,"「そのとおりです。これまで受け身的な仕事をしてきた部員は、林さんの動きをみて、
『自分もそういう動きをしなきゃ』
と思うみたいです」",e239984560ab58c4a974f5240d12f0a2c614ebd9c8519feb3b189208058d4fff
421,421,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,639,Normal,,01 本文,TEXT_ONLY_REPLACE,林がもたらした影響を嬉しそうに語る西郷。,a40861c294959bccac8bff9205b30cf96b2090383f8df6bf6c180455a207b17f
422,422,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,640,Normal,,01 本文,TEXT_ONLY_REPLACE,"「なるほど・・・最近、経営企画の若手の顔が明るいのもそういうことか。
一緒に動いている小杉にも良い経験になるね」",5fe513351ff109acb7fd4cdfb48047a3c26103da8cf1653e295563fe50922787
423,423,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,641,Normal,,01 本文,TEXT_ONLY_REPLACE,"「それはもう！
小杉がいちばん変わりました。
小杉は、素直な性格ですが、やっぱり受け身的なところがあって・・・だから林さんの言うことを一旦は受けとめるだろうと、林さんにつけたんですが・・・でもその小杉が自分の頭で考えることをし始めているんです」",5d8feba20925048f04ebc560ad1497a9625c04a45876278432f3b6a527f6862c
424,424,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,642,Normal,,01 本文,TEXT_ONLY_REPLACE,「そうか」,0f375e88b86be718b39f0daec758545ccb58d84840f2e015a07d7af05ced14da
425,425,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,643,Normal,,01 本文,TEXT_ONLY_REPLACE,「そうそう、この間、小杉と立ち話をして、面白いことを聞かせてもらいました」,af3ac42664481598001c982418200df7d640415aa8279f94a909d9d60b53279b
426,426,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,644,Normal,,01 本文,TEXT_ONLY_REPLACE,「どんな？」,1fd6e6e8bc537cc64a3365a554a1c27b510311433766095c828bc3d66766632e
427,427,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,645,Normal,,01 本文,TEXT_ONLY_REPLACE,"「小杉が林さんに、
『どうやって、一を聞いて十を知るというスゴイ理解力を身につけたんですか？』
って聞いたらしいです」",f0495c4c20f08e22bb2f6da9ac6c922eec4d77ac808085e687a8e0bc04005bc8
428,428,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,646,Normal,,01 本文,TEXT_ONLY_REPLACE,「へーぇ。そしたら？」,4b22dfab8e80fd2fda993776116577d1466d76943beee9d70a90c0cb7226aba8
429,429,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,647,Normal,,01 本文,TEXT_ONLY_REPLACE,"「準備らしいです。ミーティングの前に、自分で入念な準備をしているらしいです。
わからないことがあったら、ChatGPTにも聞きながら準備しているようですよ」",e2622e05d69bb6d877a6db13974d237cf599850451d06a4dee1e7b3326168580
430,430,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,648,Normal,,01 本文,TEXT_ONLY_REPLACE,「へぇえ・・・すでにAIを活用しているのか・・・今どきの若者だね」,4fcc1b226867b6acbfe726c31838d27cf117b1dcef44a05901721df50a375e6c
431,431,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,649,Normal,,01 本文,TEXT_ONLY_REPLACE,「林さんの質問力についても、どうやって身につけたか、聞いたらしいです」,d011bac801b3e110e814148e879db0b6edb77b78302d1401f55aed2490f5e803
432,432,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,650,Normal,,01 本文,TEXT_ONLY_REPLACE,「それは興味あるね」,36ab63194494a0dc79c12be4951f96789fb4b58068aea19cf01370212fa2b6c8
433,433,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,651,Normal,,01 本文,TEXT_ONLY_REPLACE,「あれは、米倉さんの教えらしいです」,61fbbb677b325eb623daf685b1e3d68d77aebf9e93e1f1d79e1aebd5cb7041a2
434,434,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,652,Normal,,01 本文,TEXT_ONLY_REPLACE,「へぇえ・・・どんな？」,84fbe4128e427862d14ac631542d6727c91c47a8dd6d63aba750e2671f00234b
435,435,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,653,Normal,,01 本文,TEXT_ONLY_REPLACE,"「『なぜそういう質問をするんだろう』
と相手が考えるような質問をしなさいって、教えられているそうです。
そうすると相手が自然に思考を深めて、そこから自ら示唆を得るようになる。そうすると、こちらが押し付けているようには思われないって」",5433c59f2575d6075d2e37b9f99808792ee45e3682c0edff7691be03a5a5707f
436,436,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,654,Normal,,01 本文,TEXT_ONLY_REPLACE,"「なんだかスゴイね。
一種のコーチングだね。
私も米倉さんからの質問には、いつも何らかの仮説とか、意図があるように感じていたんだが、考え抜かれた質問だったんだね・・・」",55f5509ce21c776f426c706825a4b05c7b246debbc08503a9a6b40399fe2e897
437,437,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,655,Normal,,01 本文,TEXT_ONLY_REPLACE,"「ジェインでは、
『自分にインプットするためだけの質問をすると怒られる』
らしいですよ。
『教えてもらうだけの質問をするんだったら、逆に授業料を払わなきゃいけない。相手に時間を使わせているだけだ』
って。
投資ファンドは、そういうことではやっていけないらしいです」",4d5db4fefb5e37979a36034a1f040cdd810f08e058a72d21e2038776fb72c4e8
438,438,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,656,Normal,,01 本文,TEXT_ONLY_REPLACE,「米倉さんらしいねぇ」,c6d558405ee2f129919b44c24e4b5c4fbb9436ca5e193b8eaea3be9ee529b09a
439,439,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,657,Normal,,01 本文,TEXT_ONLY_REPLACE,"「投資先によっては、
『隠すわけじゃないけど、あえて投資ファンドに情報を開示しない投資先がいる』
から、経営の実態を掘り起こすためには、質問力が必須らしいです」",91556a202c97f35b3e1b7a59cfec5a1fad6e4ddd81bcff8a7eb92b98f64382ae
440,440,子会社売却のPMI(5).docx,,story_02_ch02_rt02,,,658,List Paragraph,,01 本文,TEXT_ONLY_REPLACE,自分たちの会社もジェインの質問力で耕されていくのだろうと思いながら、会社の組織風土が良い方向に変わるかもしれないという手ごたえを、二人は感じ始めていた。,dbc68dfe47070578e0443bd2e8d86367f6bdd36ab22078eeb2249dacd6f1eb64
441,441,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,660,Normal,,01-01 章 第◯章,TEXT_ONLY_REPLACE,第３章,63201dedb9a46c0a4ec52c4990d28f732c8d39ab9a7f2c09dc23d4d4ef61ba88
442,442,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,660,Normal,,01-01 章 タイトル,TEXT_ONLY_REPLACE,クロージング当日,7e5418f614c39d42d9a64dd1ed226082a9c06fca38338b728a88caa83bb2ff93
443,443,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,661,Normal,,01-02 節 見出し,TEXT_ONLY_REPLACE,１．クロージング,575f34cefab0e8ec2f5026cfba1543b5e688355fee71ddfcf4086c311ba7dad3
444,444,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,662,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,クロージングセレモニー,0ec28cfc8b0f654d665c18430459d70a2e4700beccc5a741a8da1c91d632d1c6
445,445,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,663,Normal,,01 本文,TEXT_ONLY_REPLACE,"４月１日。
クロージングの日。",64214f783823c39a4a1791e398ac629241f108f0e2fcb53f0c9ad0776ae2f503
446,446,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,664,Normal,,01 本文,TEXT_ONLY_REPLACE,"ミツカネ工業が、ジェインにミツカネ電子の株式を譲渡し、ジェインは、ミツカネ工業にその対価を支払う。
これにより、ミツカネ電子の株主が、ミツカネ工業からジェインに交代する。",977b0aba0d2c083dfba95d45a81575485985a62713cd2a423dff32df954b7fd5
447,447,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,665,Normal,,01 本文,TEXT_ONLY_REPLACE,クロージングの手続きに必用な書類の準備は、前日までに、ミツカネ工業とジェインとの間で済ませており、この日は、着金確認とそれに付随する事務手続きだけだった。,46fe244f0de832a7c323076a207dab63cc5b3382efb1e249c1789466f281461c
448,448,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,666,Normal,,01 本文,TEXT_ONLY_REPLACE,クロージングの手続きが行われている会議室の近くで、待機していたミツカネ電子の寺田社長は、１時間も経たないうちに呼ばれた。,b58b77e4df151086ac92d93ff173c00baebfe00651fe84450e29c6594ce1a48f
449,449,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,667,Normal,,01 本文,TEXT_ONLY_REPLACE,会議室に入ると、ジェインの日下部代表パートナーと米倉、それからミツカネ工業の西園寺社長や経営企画部長、法務部長、さらにコーポレート部門の関係者が、暖かい拍手で寺田社長を迎え入れた。,97fbb79812ca93cdb6b2d85e4eda783b7258a0aa05c5a19af2878e7b941f5232
450,450,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,668,Normal,,01 本文,TEXT_ONLY_REPLACE,ミツカネ工業の西園寺社長からは、クロージングの手続が無事に終了したことの報告と、これからもミツカネ電子が益々発展していくことを願っているというはなむけの言葉があった。,fe59d7afb774a8b5a80d60e986042562a8dcb700ea6bd4c08afe210e9d158230
451,451,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,669,Normal,,01 本文,TEXT_ONLY_REPLACE,寺田社長も、将来に向けての決意を改めて表明した。,01d168cbabeb2c94dbb24e4901a36210eccb1cde95f34c2042c373f8d6ddf229
452,452,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,670,Normal,,01 本文,TEXT_ONLY_REPLACE,"しばらく歓談した後、若手関係者たちが会議室から出て行ったのを見届けた寺田は、西園寺社長に、
「少しよろしいですか」
と声をかけた。",09b59ef534bbc4377d6ed7cfe93b7c77eb76ce0843105e4a00ebc366f09b06f9
453,453,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,671,Normal,,01 本文,TEXT_ONLY_REPLACE,"そして、ジェインの日下部代表パートナーと米倉に、
「西園寺社長に挨拶したら、すぐに会社に戻ります」
と言い残し、西園寺社長の部屋に入った。",89e57c22779e2c912912d2185fd6ae0631ab4e22ede64cf34f9c05f7785853e2
454,454,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,672,Normal,,01 本文,TEXT_ONLY_REPLACE,"西園寺社長は、セレモニーのときと同様、穏やかな表情である。
「無事に今日を迎えられて、何よりだった。
よくわからんが、こういうときは、
『おめでとう』
と言うものなのかね。
しかし、クロージングって、なんだかあっけないね」",1014efaebc82ceea6c53c9231de69f6e9e8befb7a6bf5cdf6c4398a9cec9c72c
455,455,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,673,Normal,,01 本文,TEXT_ONLY_REPLACE,待機していた寺田も、想定より早く呼ばれたので、西園寺社長と同じ感想を持っていた。,7dd90986312d573d9005379263ba13ba920c509756695ae156b40fffe3bb829e
456,456,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,674,Normal,,01 本文,TEXT_ONLY_REPLACE,"大きくうなずきながら、
「ありがとうございます」
と頭をさげる寺田に、西園寺社長は、
「米倉さんは、すでに活動を始動させていて、寺田さんたちを忙しくさせているんだって？」
と声をかける。",49858e2340a66b4a285cdc8fcbcf0a839d78ad65b015157bdccc08ea215641d8
457,457,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,675,Normal,,01 本文,TEXT_ONLY_REPLACE,"「そうなんです。投資ファンドの人たちは、我々とはずいぶんとスピード感が異なります。
メールがきたら、すぐ返信しないと、電話でフォローがきますし、西郷のところにも問い合わせがきます。
最近では、スマホが振動すると、ビクッとします」
と応え、西園寺社長を微笑ませる。",cbbab80fac6e29e902353b0fe4cc3fbec4b51459abea13863a08274cc1cc3dc3
458,458,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,676,Normal,,01 本文,TEXT_ONLY_REPLACE,"「そうか。
これからは、新しいやり方でやっていったらいい。
電子の事業は、ものごとをトンでとらえる我々の事業とは大きく異なる。お客さんとの接し方もずいぶん異なる。
経営管理においても、これまでは、我々に合わせてもらっていたが、今後は、電子の事業に最適なものに変えていくといいよ。
将来を見据えて、どんどん改革していったらいい」",57704d0b7fcbe75d2cf30bdb7245aacde951abb7421600afd332fb394b0b7fad
459,459,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,677,Normal,,01 本文,TEXT_ONLY_REPLACE,"「ありがとうございます。
米倉さんと話をしていると、そうなっていくような感じがします。
米倉さんは、明日から中堅以上の社員と1 on 1面談を始めます。
面談対象者の数が日々増えて、この調子だと、総勢、１００名くらいに膨れ上がりそうです。
その数の面談を２～３週間で終える予定です」",79d1deb5591fa1be7e3c7866ad09b5c02fa40ad0c542a3fcabb184e76630af37
460,460,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,678,Normal,,01 本文,TEXT_ONLY_REPLACE,「１００名と、1 on 1か！それはすごいね」,7699bf59df69f77ec159d813b4e0c0dcce41e895c91ba72e1d57ff8dba645258
461,461,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,680,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,黒田工場長のこと,9f986c131885f8db3bd6ef9b737d4b4411fe7a3b5946c967a6a7c5c658267e8e
462,462,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,681,Normal,,01 本文,TEXT_ONLY_REPLACE,「はい。実はそのことなんですが・・・米倉さんに会ってもらう人のなかに、黒田さんとか・・・配慮が必要な方がいまして・・・」,353f1db4521b5d5d0cbcd2ada207082c4ca9cf862fa2880dc6d23f2b5cc3a5cb
463,463,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,682,Normal,,01 本文,TEXT_ONLY_REPLACE,"「黒田・・・」
久しぶりに耳にした名前を聞き、西園寺社長は、昔の記憶を呼び起こす。",1744d6222174482e1572f793940178ec10f438f43126282f79893b6b67ec6919
464,464,子会社売却のPMI(5).docx,,story_03_ch03_rt03,,,683,Normal,,01 本文,TEXT_ONLY_REPLACE,「米倉さんは、面談を通じて、今後の電子の方向性に合致するスキルや意欲があるかを判断したいようです」,9e2271196df250df10dd4e6f53f892c57a419c2151f2c3cd427378d9157d0289
